order_item_id,order_id,product_id,seller_id,quantity,unit_price,line_amount,created_timestamp,updated_timestamp,is_active
284,92,66,22,2,71071.58,142143.16,2023-03-19 07:04:53,2023-09-11 07:04:53,Y
285,92,158,30,2,44552.34,89104.68,2023-01-25 10:20:22,2023-03-19 10:20:22,Y
286,93,218,40,1,64236.15,64236.15,2022-12-14 02:36:38,2023-01-02 02:36:38,Y
287,94,221,36,1,2557.32,2557.32,2022-05-13 02:17:34,2022-07-02 02:17:34,Y
288,94,17,24,1,85147.47,85147.47,2026-05-15 07:47:00,2026-10-13 07:47:00,Y
289,94,241,22,1,46995.11,46995.11,2023-01-05 11:28:58,2023-03-10 11:28:58,Y
290,94,34,7,1,59925.69,59925.69,2024-07-26 04:20:29,2025-01-12 04:20:29,Y
291,95,64,6,2,3713.96,7427.92,2023-10-01 03:49:20,2024-02-28 03:49:20,Y
292,96,180,27,2,21810.83,43621.66,2022-04-01 21:43:04,2022-04-24 21:43:04,Y
293,96,143,10,2,37050.89,74101.78,2024-12-16 16:34:20,2025-03-16 16:34:20,Y
294,97,124,4,1,43684.75,43684.75,2026-04-18 16:45:39,2026-09-10 16:45:39,Y
295,97,51,26,2,39371.52,78743.04,2022-02-13 10:44:44,2022-06-28 10:44:44,Y
296,97,99,6,1,38867.52,38867.52,2024-05-25 16:45:56,2024-07-07 16:45:56,Y
297,97,51,26,4,39371.52,157486.08,2023-10-27 22:08:37,2024-03-04 22:08:37,Y
298,97,188,36,1,47792.26,47792.26,2023-07-30 03:58:42,2023-11-19 03:58:42,Y
299,98,182,35,2,5267.67,10535.34,2025-03-25 10:09:00,2025-07-11 10:09:00,Y
300,98,264,37,1,73402.25,73402.25,2023-12-08 23:40:19,2024-03-21 23:40:19,Y
301,99,64,6,2,3713.96,7427.92,2025-12-18 12:08:54,2026-01-15 12:08:54,Y
302,99,254,1,3,73405.39,220216.17,2025-01-27 08:47:10,2025-07-26 08:47:10,Y
303,99,286,4,3,44639.92,133919.76,2022-05-07 03:59:38,2022-05-28 03:59:38,Y
304,100,60,4,4,28073.62,112294.48,2025-04-10 11:21:35,2025-06-21 11:21:35,Y
305,100,160,12,4,71209.94,284839.76,2025-10-11 07:44:56,2025-12-07 07:44:56,Y
306,100,149,26,1,72453.5,72453.5,2025-08-22 15:08:05,2025-10-09 15:08:05,Y
307,100,244,36,1,38486.97,38486.97,2025-02-15 14:24:58,2025-04-01 14:24:58,Y
308,101,54,28,1,39322.75,39322.75,2025-05-16 11:28:16,2025-09-05 11:28:16,Y
309,101,62,36,4,40585.09,162340.36,2023-03-22 10:15:36,2023-07-01 10:15:36,Y
310,101,53,2,3,85294.76,255884.28,2023-06-09 04:54:53,2023-06-25 04:54:53,Y
311,101,102,28,4,85320.81,341283.24,2024-11-18 02:12:21,2025-01-08 02:12:21,Y
312,102,120,38,4,56277.23,225108.92,2025-08-12 12:14:26,2026-02-13 12:14:26,Y
313,103,298,37,4,41075.76,164303.04,2024-04-28 02:19:35,2024-11-07 02:19:35,Y
314,103,183,37,4,69572.93,278291.72,2026-01-18 08:10:44,2026-07-07 08:10:44,Y
315,103,249,23,2,15691.97,31383.94,2026-05-08 21:49:48,2026-07-18 21:49:48,Y
316,104,56,8,4,81550.86,326203.44,2023-01-15 15:09:04,2023-03-20 15:09:04,Y
317,104,255,32,2,37522.61,75045.22,2023-12-19 03:19:13,2024-05-27 03:19:13,Y
318,104,16,20,1,21284.04,21284.04,2022-11-06 10:58:00,2023-05-13 10:58:00,Y
319,104,35,31,1,8571.06,8571.06,2026-03-28 15:37:50,2026-09-17 15:37:50,Y
320,105,196,21,3,77793.82,233381.46,2024-10-12 19:35:52,2024-11-20 19:35:52,Y
321,105,50,25,4,45122.56,180490.24,2022-08-26 17:32:24,2023-02-11 17:32:24,Y
322,106,104,9,4,58134.63,232538.52,2024-07-01 01:38:18,2024-12-17 01:38:18,Y
323,106,252,12,3,62469.28,187407.84,2026-04-18 08:13:30,2026-06-23 08:13:30,Y
324,106,277,29,1,31051.96,31051.96,2026-08-26 06:56:39,2026-08-30 06:56:39,Y
325,106,221,36,4,2557.32,10229.28,2023-01-06 03:16:58,2023-04-14 03:16:58,Y
326,107,193,39,1,82377.36,82377.36,2025-10-06 23:22:40,2026-01-31 23:22:40,Y
327,107,17,24,3,85147.47,255442.41,2023-07-04 12:19:16,2023-11-23 12:19:16,Y
328,107,85,39,2,69899.3,139798.6,2026-03-07 23:22:32,2026-06-25 23:22:32,Y
329,108,200,9,1,16726.49,16726.49,2026-02-23 11:16:24,2026-09-06 11:16:24,Y
330,108,292,10,4,52861.06,211444.24,2026-03-05 02:20:09,2026-08-20 02:20:09,Y
331,108,244,36,1,38486.97,38486.97,2023-05-01 15:23:23,2023-09-07 15:23:23,Y
332,109,135,10,4,36243.56,144974.24,2026-03-17 22:50:38,2026-08-15 22:50:38,Y
333,109,181,39,1,22176.13,22176.13,2024-06-02 17:12:00,2024-08-23 17:12:00,Y
334,109,15,30,3,58500.7,175502.1,2022-05-21 04:16:33,2022-06-22 04:16:33,Y
335,109,179,16,3,24952.35,74857.05,2022-03-25 13:47:50,2022-10-06 13:47:50,Y
336,110,50,25,3,45122.56,135367.68,2025-08-23 05:02:35,2025-11-19 05:02:35,Y
337,110,211,3,2,83316.52,166633.04,2024-12-27 08:32:04,2025-01-10 08:32:04,Y
338,110,127,25,3,22493.67,67481.01,2023-12-30 22:41:26,2024-06-12 22:41:26,Y
339,110,44,21,1,7828.14,7828.14,2022-07-23 12:03:05,2022-10-09 12:03:05,Y
340,111,87,35,3,51838.26,155514.78,2022-03-03 05:49:56,2022-07-18 05:49:56,Y
341,111,20,24,4,5636.4,22545.6,2025-12-02 23:53:41,2026-05-19 23:53:41,Y
342,111,291,35,3,25115.6,75346.8,2026-05-19 07:16:27,2026-09-03 07:16:27,Y
343,112,241,22,4,46995.11,187980.44,2022-03-11 02:04:10,2022-05-31 02:04:10,Y
344,113,200,9,1,16726.49,16726.49,2024-09-28 17:28:47,2025-02-21 17:28:47,Y
345,113,251,24,2,35083.0,70166.0,2022-11-07 20:46:00,2023-05-02 20:46:00,Y
346,113,173,2,3,67172.24,201516.72,2026-03-24 06:58:38,2026-07-30 06:58:38,Y
347,113,86,16,4,56127.39,224509.56,2024-07-19 13:53:48,2024-10-20 13:53:48,Y
348,113,104,9,1,58134.63,58134.63,2026-03-24 23:24:19,2026-09-02 23:24:19,Y
349,114,110,21,1,6030.53,6030.53,2024-06-11 18:47:01,2024-08-17 18:47:01,Y
350,114,153,31,1,12543.54,12543.54,2025-06-03 01:19:55,2025-07-30 01:19:55,Y
351,114,297,8,3,72677.28,218031.84,2022-10-22 07:51:00,2023-03-22 07:51:00,Y
352,114,140,31,4,87489.71,349958.84,2022-07-28 23:59:52,2022-12-20 23:59:52,Y
353,114,219,10,1,32589.88,32589.88,2023-10-14 15:17:07,2024-01-10 15:17:07,Y
354,115,259,3,3,49261.52,147784.56,2024-07-20 18:50:15,2024-11-07 18:50:15,Y
355,115,103,33,3,14565.81,43697.43,2025-07-11 05:30:35,2025-10-21 05:30:35,Y
356,115,264,37,2,73402.25,146804.5,2025-11-09 03:10:27,2026-04-29 03:10:27,Y
357,116,265,18,4,63187.1,252748.4,2023-08-03 13:21:04,2023-12-28 13:21:04,Y
358,117,240,27,4,74851.33,299405.32,2024-04-12 10:45:08,2024-09-22 10:45:08,Y
359,117,290,19,2,69085.48,138170.96,2022-07-06 01:06:00,2022-11-16 01:06:00,Y
360,118,237,22,2,1146.19,2292.38,2023-04-05 00:34:05,2023-06-05 00:34:05,Y
361,118,154,31,3,68079.81,204239.43,2025-09-14 16:56:27,2025-12-28 16:56:27,Y
362,118,33,29,3,30635.06,91905.18,2023-09-25 10:23:14,2024-01-08 10:23:14,Y
363,119,83,3,2,74832.72,149665.44,2024-03-07 18:02:49,2024-08-29 18:02:49,Y
364,119,208,6,2,3044.27,6088.54,2024-01-11 22:36:47,2024-02-09 22:36:47,Y
365,119,99,6,3,38867.52,116602.56,2022-03-28 01:46:23,2022-05-29 01:46:23,Y
366,120,249,23,1,15691.97,15691.97,2025-09-17 00:25:37,2026-01-03 00:25:37,Y
367,120,104,9,2,58134.63,116269.26,2023-05-11 02:37:48,2023-07-19 02:37:48,Y
368,120,15,30,2,58500.7,117001.4,2024-03-13 19:27:54,2024-05-23 19:27:54,Y
369,120,22,16,1,18626.46,18626.46,2026-02-18 11:00:09,2026-09-06 11:00:09,Y
370,121,43,34,3,40936.39,122809.17,2024-09-02 06:26:10,2025-02-03 06:26:10,Y
371,122,209,31,1,63314.49,63314.49,2025-02-03 03:37:17,2025-07-24 03:37:17,Y
372,123,72,5,1,45789.54,45789.54,2024-01-04 08:30:15,2024-02-01 08:30:15,Y
373,123,268,33,4,84281.98,337127.92,2026-06-20 22:14:05,2026-08-23 22:14:05,Y
374,123,47,19,1,43898.62,43898.62,2024-01-10 16:17:49,2024-06-11 16:17:49,Y
375,123,161,40,4,74462.69,297850.76,2024-10-20 01:20:13,2025-03-18 01:20:13,Y
376,124,217,36,1,61235.6,61235.6,2023-11-09 07:53:00,2023-12-15 07:53:00,Y
377,124,90,25,4,57282.24,229128.96,2023-10-28 05:05:49,2024-01-06 05:05:49,Y
378,125,131,35,3,12226.36,36679.08,2022-06-23 18:06:00,2022-10-26 18:06:00,Y
379,125,58,32,4,68435.97,273743.88,2024-09-10 07:12:03,2025-01-27 07:12:03,Y
380,125,244,36,2,38486.97,76973.94,2024-02-05 08:56:24,2024-04-16 08:56:24,Y
381,125,186,21,3,13598.74,40796.22,2026-01-16 11:06:14,2026-07-18 11:06:14,Y
382,126,11,5,1,77439.63,77439.63,2022-04-19 03:34:44,2022-10-25 03:34:44,Y
383,126,123,20,4,72698.97,290795.88,2024-02-25 23:46:19,2024-07-15 23:46:19,Y
384,126,159,18,1,29894.43,29894.43,2025-02-01 08:26:12,2025-07-26 08:26:12,Y
385,127,122,14,1,55705.14,55705.14,2025-10-06 11:56:37,2026-01-13 11:56:37,Y
386,127,202,15,1,1019.9,1019.9,2024-03-04 21:58:23,2024-05-20 21:58:23,Y
387,127,121,3,2,4281.47,8562.94,2024-07-13 01:27:32,2024-09-04 01:27:32,Y
388,127,225,20,4,32628.02,130512.08,2024-09-12 10:58:46,2025-03-27 10:58:46,Y
389,127,18,7,4,36847.81,147391.24,2024-05-01 09:38:38,2024-05-21 09:38:38,Y
390,128,212,21,4,13147.4,52589.6,2024-10-30 17:33:58,2025-05-01 17:33:58,Y
391,128,52,37,3,63912.01,191736.03,2023-05-14 04:03:59,2023-11-08 04:03:59,Y
392,128,260,16,4,23799.81,95199.24,2022-07-26 04:41:58,2022-10-24 04:41:58,Y
393,128,281,14,1,82805.49,82805.49,2024-10-12 05:36:49,2025-02-05 05:36:49,Y
394,129,95,21,2,35959.52,71919.04,2025-10-09 14:40:15,2026-03-22 14:40:15,Y
395,130,206,7,3,17434.5,52303.5,2023-09-14 14:41:49,2024-02-21 14:41:49,Y
396,131,295,1,2,1218.28,2436.56,2022-09-13 11:39:58,2022-10-11 11:39:58,Y
397,131,128,37,2,68727.3,137454.6,2026-05-24 07:01:52,2026-11-22 07:01:52,Y
398,131,211,3,4,83316.52,333266.08,2024-09-19 08:07:31,2025-01-12 08:07:31,Y
399,132,134,7,3,88812.53,266437.59,2023-06-23 23:32:00,2023-12-15 23:32:00,Y
400,132,145,25,4,82107.75,328431.0,2023-09-10 05:26:26,2023-10-01 05:26:26,Y
401,133,94,5,2,3520.14,7040.28,2025-05-07 13:03:08,2025-08-11 13:03:08,Y
402,133,11,5,2,77439.63,154879.26,2022-03-13 08:46:26,2022-08-02 08:46:26,Y
403,133,46,29,3,67992.89,203978.67,2025-12-07 16:53:55,2026-01-26 16:53:55,Y
404,134,26,4,4,47441.48,189765.92,2025-05-30 23:19:48,2025-11-04 23:19:48,Y
405,134,134,7,3,88812.53,266437.59,2023-04-09 16:58:35,2023-05-01 16:58:35,Y
406,135,291,35,4,25115.6,100462.4,2022-12-31 14:17:21,2023-01-03 14:17:21,Y
407,135,233,32,2,21932.5,43865.0,2026-03-16 06:25:20,2026-04-15 06:25:20,Y
408,136,98,22,4,44876.6,179506.4,2024-04-07 01:31:22,2024-06-19 01:31:22,Y
409,136,196,21,2,77793.82,155587.64,2023-02-09 12:21:56,2023-05-30 12:21:56,Y
410,137,111,12,2,20335.9,40671.8,2024-05-29 03:34:01,2024-12-01 03:34:01,Y
411,137,215,23,2,21045.53,42091.06,2023-07-15 09:21:09,2023-10-27 09:21:09,Y
412,137,15,30,2,58500.7,117001.4,2024-06-20 14:21:18,2024-08-26 14:21:18,Y
413,137,231,35,4,49597.9,198391.6,2024-02-11 11:55:45,2024-05-15 11:55:45,Y
414,137,44,21,2,7828.14,15656.28,2022-02-02 01:31:58,2022-06-02 01:31:58,Y
415,138,204,35,4,1701.01,6804.04,2023-10-22 08:05:44,2024-04-21 08:05:44,Y
416,138,217,36,1,61235.6,61235.6,2024-03-07 01:33:54,2024-03-25 01:33:54,Y
417,138,286,4,3,44639.92,133919.76,2022-07-02 12:53:25,2022-07-15 12:53:25,Y
418,139,242,29,1,4211.54,4211.54,2025-01-05 18:38:52,2025-06-09 18:38:52,Y
419,139,3,20,4,9776.46,39105.84,2024-02-28 02:01:41,2024-07-06 02:01:41,Y
420,140,203,40,1,82164.08,82164.08,2025-02-26 08:23:56,2025-03-31 08:23:56,Y
421,140,298,37,2,41075.76,82151.52,2023-07-12 06:57:44,2023-09-16 06:57:44,Y
422,140,258,33,4,24255.42,97021.68,2026-03-12 04:48:03,2026-06-06 04:48:03,Y
423,141,46,29,4,67992.89,271971.56,2024-09-12 20:53:57,2025-03-12 20:53:57,Y
424,141,73,22,3,11967.2,35901.6,2024-03-20 01:16:46,2024-04-18 01:16:46,Y
425,142,66,22,3,71071.58,213214.74,2026-03-31 23:50:29,2026-06-10 23:50:29,Y
426,143,145,25,3,82107.75,246323.25,2024-03-28 18:50:10,2024-08-31 18:50:10,Y
427,143,265,18,2,63187.1,126374.2,2024-08-30 11:44:27,2024-12-19 11:44:27,Y
428,143,162,7,2,29258.43,58516.86,2026-03-07 08:06:09,2026-09-18 08:06:09,Y
429,143,285,20,2,45954.13,91908.26,2025-09-29 00:00:08,2025-10-12 00:00:08,Y
430,144,28,34,1,86768.55,86768.55,2023-12-16 03:38:40,2024-01-31 03:38:40,Y
431,144,241,22,4,46995.11,187980.44,2024-03-19 11:42:19,2024-04-29 11:42:19,Y
432,145,60,4,4,28073.62,112294.48,2026-03-18 15:13:20,2026-03-28 15:13:20,Y
433,145,183,37,4,69572.93,278291.72,2026-02-16 11:05:52,2026-06-13 11:05:52,Y
434,145,58,32,3,68435.97,205307.91,2023-04-05 23:41:05,2023-05-06 23:41:05,Y
435,145,48,26,2,18556.2,37112.4,2023-09-25 23:29:10,2023-12-06 23:29:10,Y
436,146,261,8,2,19046.06,38092.12,2024-04-27 12:48:44,2024-09-18 12:48:44,Y
437,146,299,11,2,69643.94,139287.88,2022-01-13 19:38:10,2022-05-27 19:38:10,Y
438,147,40,40,4,50194.23,200776.92,2024-02-04 18:49:43,2024-08-18 18:49:43,Y
439,147,49,17,3,893.15,2679.45,2024-10-18 02:30:01,2024-10-24 02:30:01,Y
440,147,63,39,1,86202.47,86202.47,2025-05-09 15:25:51,2025-08-12 15:25:51,Y
441,147,166,40,1,43139.73,43139.73,2023-04-23 18:19:49,2023-04-30 18:19:49,Y
442,148,246,38,3,63484.26,190452.78,2025-11-11 16:49:58,2026-04-20 16:49:58,Y
443,148,3,20,4,9776.46,39105.84,2024-10-20 11:51:05,2024-10-31 11:51:05,Y
444,148,167,36,1,48468.09,48468.09,2023-02-06 18:48:46,2023-04-01 18:48:46,Y
445,148,145,25,1,82107.75,82107.75,2024-10-01 01:21:52,2024-10-15 01:21:52,Y
446,149,196,21,3,77793.82,233381.46,2022-10-15 13:06:12,2023-01-25 13:06:12,Y
447,149,92,38,4,12179.18,48716.72,2024-01-16 21:40:18,2024-07-31 21:40:18,Y
448,149,46,29,2,67992.89,135985.78,2022-03-05 17:29:16,2022-04-27 17:29:16,Y
449,149,199,32,2,44254.48,88508.96,2025-06-04 04:50:16,2025-08-15 04:50:16,Y
450,149,62,36,4,40585.09,162340.36,2024-07-16 13:15:09,2024-11-18 13:15:09,Y
451,150,68,6,1,82522.83,82522.83,2025-01-20 12:16:48,2025-07-09 12:16:48,Y
452,150,189,22,4,76271.58,305086.32,2026-05-12 18:11:43,2026-07-02 18:11:43,Y
453,150,229,19,3,44291.46,132874.38,2025-04-20 18:03:08,2025-08-19 18:03:08,Y
454,151,217,36,4,61235.6,244942.4,2022-10-08 07:27:57,2023-04-19 07:27:57,Y
455,151,189,22,4,76271.58,305086.32,2023-08-02 23:41:52,2023-11-21 23:41:52,Y
456,151,48,26,3,18556.2,55668.6,2022-05-06 15:16:57,2022-09-14 15:16:57,Y
457,151,238,34,2,51855.14,103710.28,2023-11-28 15:48:58,2024-05-11 15:48:58,Y
458,151,254,1,1,73405.39,73405.39,2026-06-27 04:45:01,2026-12-05 04:45:01,Y
459,152,240,27,4,74851.33,299405.32,2025-09-20 19:35:29,2025-10-10 19:35:29,Y
460,152,154,31,3,68079.81,204239.43,2023-04-07 16:54:22,2023-05-09 16:54:22,Y
461,152,128,37,3,68727.3,206181.9,2026-06-14 04:34:14,2026-10-01 04:34:14,Y
462,153,25,1,1,21565.26,21565.26,2026-09-08 21:06:55,2026-09-27 21:06:55,Y
463,153,263,37,4,53796.82,215187.28,2022-12-01 09:38:10,2023-04-10 09:38:10,Y
464,153,212,21,3,13147.4,39442.2,2022-10-21 13:15:52,2023-02-16 13:15:52,Y
465,153,182,35,1,5267.67,5267.67,2024-03-02 19:45:15,2024-07-29 19:45:15,Y
466,153,258,33,4,24255.42,97021.68,2022-02-20 13:04:54,2022-03-21 13:04:54,Y
467,154,94,5,1,3520.14,3520.14,2025-05-05 21:01:23,2025-05-16 21:01:23,Y
468,154,214,25,4,71185.73,284742.92,2024-07-13 18:12:26,2024-10-01 18:12:26,Y
469,155,136,22,2,41236.57,82473.14,2024-11-26 11:44:09,2025-01-12 11:44:09,Y
470,155,95,21,3,35959.52,107878.56,2022-09-01 00:32:42,2023-03-11 00:32:42,Y
471,155,55,20,1,30108.56,30108.56,2025-09-09 18:23:30,2026-01-23 18:23:30,Y
472,155,3,20,1,9776.46,9776.46,2025-05-12 00:24:07,2025-06-10 00:24:07,Y
473,156,245,12,4,39004.67,156018.68,2025-11-30 16:14:29,2026-05-26 16:14:29,Y
474,156,250,38,3,28323.08,84969.24,2024-07-29 18:24:11,2025-01-03 18:24:11,Y
475,157,155,4,2,58775.43,117550.86,2022-09-30 06:32:57,2022-11-01 06:32:57,Y
476,157,8,38,1,8292.98,8292.98,2023-08-16 19:14:04,2023-09-13 19:14:04,Y
477,157,97,22,4,33247.12,132988.48,2022-03-25 07:29:37,2022-05-17 07:29:37,Y
478,157,75,40,2,70584.27,141168.54,2024-01-22 04:26:22,2024-05-12 04:26:22,Y
479,158,155,4,4,58775.43,235101.72,2025-12-10 19:30:51,2026-01-16 19:30:51,Y
480,159,12,24,2,1448.9,2897.8,2022-12-28 19:47:56,2023-02-08 19:47:56,Y
481,159,228,21,1,43214.07,43214.07,2026-02-15 23:42:49,2026-06-15 23:42:49,Y
482,159,231,35,3,49597.9,148793.7,2024-01-24 19:46:41,2024-03-15 19:46:41,Y
483,159,292,10,3,52861.06,158583.18,2025-05-02 01:45:33,2025-05-15 01:45:33,Y
484,160,53,2,4,85294.76,341179.04,2025-09-03 12:26:34,2025-12-18 12:26:34,Y
485,161,284,39,4,25784.89,103139.56,2024-06-22 09:43:15,2024-07-01 09:43:15,Y
486,161,205,2,4,38864.47,155457.88,2026-02-19 06:18:52,2026-06-30 06:18:52,Y
487,161,119,9,1,48105.33,48105.33,2022-07-08 14:28:09,2022-11-20 14:28:09,Y
488,161,217,36,1,61235.6,61235.6,2024-09-08 07:29:39,2025-01-27 07:29:39,Y
489,161,138,22,1,44187.23,44187.23,2025-07-20 00:01:22,2025-11-18 00:01:22,Y
490,162,178,2,4,64773.64,259094.56,2025-10-24 21:33:50,2026-04-20 21:33:50,Y
491,162,11,5,2,77439.63,154879.26,2023-05-17 05:53:35,2023-07-29 05:53:35,Y
492,162,241,22,2,46995.11,93990.22,2024-12-04 07:07:11,2025-03-26 07:07:11,Y
493,162,260,16,3,23799.81,71399.43,2023-11-14 14:11:38,2024-04-12 14:11:38,Y
494,163,240,27,4,74851.33,299405.32,2023-02-12 11:53:29,2023-04-28 11:53:29,Y
495,163,214,25,2,71185.73,142371.46,2025-01-24 06:36:07,2025-05-24 06:36:07,Y
496,163,107,12,1,82235.12,82235.12,2024-05-27 13:32:11,2024-11-19 13:32:11,Y
497,163,248,32,2,53806.98,107613.96,2023-02-06 02:08:13,2023-03-22 02:08:13,Y
498,163,81,2,4,45279.24,181116.96,2026-03-10 04:01:43,2026-04-04 04:01:43,Y
499,164,156,27,1,89745.03,89745.03,2023-12-31 05:54:36,2024-02-22 05:54:36,Y
500,164,10,11,3,26702.7,80108.1,2025-01-19 17:04:44,2025-03-26 17:04:44,Y
501,164,82,15,1,75557.03,75557.03,2023-06-27 19:40:44,2023-11-02 19:40:44,Y
502,164,33,29,1,30635.06,30635.06,2024-11-15 07:19:43,2025-03-05 07:19:43,Y
503,165,117,34,2,14743.63,29487.26,2023-01-10 23:09:07,2023-06-02 23:09:07,Y
504,165,250,38,3,28323.08,84969.24,2024-03-12 00:36:42,2024-06-07 00:36:42,Y
505,165,24,10,1,71905.54,71905.54,2024-04-11 01:35:30,2024-05-19 01:35:30,Y
506,165,26,4,1,47441.48,47441.48,2025-09-22 06:43:31,2026-01-17 06:43:31,Y
507,165,55,20,1,30108.56,30108.56,2022-11-13 11:49:52,2023-04-05 11:49:52,Y
508,166,54,28,1,39322.75,39322.75,2023-06-03 23:52:29,2023-11-11 23:52:29,Y
509,166,106,24,3,25225.34,75676.02,2025-01-28 13:42:59,2025-03-09 13:42:59,Y
510,166,227,40,1,39731.02,39731.02,2026-04-21 18:23:09,2026-08-26 18:23:09,Y
511,166,79,34,2,7730.99,15461.98,2025-02-04 02:11:23,2025-04-30 02:11:23,Y
512,166,63,39,4,86202.47,344809.88,2023-09-20 06:02:03,2024-01-10 06:02:03,Y
513,167,126,16,3,40572.72,121718.16,2026-01-11 14:53:52,2026-04-08 14:53:52,Y
514,168,88,1,3,51444.6,154333.8,2022-09-22 19:29:51,2022-11-29 19:29:51,Y
515,168,213,20,2,51088.29,102176.58,2025-01-25 11:31:16,2025-07-05 11:31:16,Y
516,168,78,9,2,57776.88,115553.76,2026-07-04 13:35:13,2026-10-19 13:35:13,Y
517,168,71,12,4,43866.13,175464.52,2025-08-25 07:20:56,2025-12-08 07:20:56,Y
518,168,235,3,3,80615.04,241845.12,2026-05-23 15:19:40,2026-11-13 15:19:40,Y
519,169,227,40,1,39731.02,39731.02,2023-03-29 07:33:08,2023-10-12 07:33:08,Y
520,170,36,36,3,50638.17,151914.51,2022-09-21 09:31:18,2022-12-16 09:31:18,Y
521,170,206,7,1,17434.5,17434.5,2023-05-26 12:56:10,2023-09-14 12:56:10,Y
522,170,202,15,2,1019.9,2039.8,2022-04-26 05:54:32,2022-10-12 05:54:32,Y
523,170,295,1,3,1218.28,3654.84,2022-06-29 14:36:47,2022-12-07 14:36:47,Y
524,170,215,23,3,21045.53,63136.59,2025-06-02 23:30:08,2025-11-23 23:30:08,Y
525,171,177,23,2,35495.67,70991.34,2022-01-25 13:13:58,2022-04-06 13:13:58,Y
526,171,207,26,2,41417.0,82834.0,2025-10-18 06:16:00,2026-03-31 06:16:00,Y
527,171,279,21,3,34567.35,103702.05,2025-10-05 16:37:56,2026-04-01 16:37:56,Y
528,172,102,28,1,85320.81,85320.81,2024-07-25 19:48:43,2024-08-15 19:48:43,Y
529,172,276,6,2,19364.22,38728.44,2024-11-05 05:36:01,2025-02-12 05:36:01,Y
530,172,267,18,2,40787.86,81575.72,2026-08-08 04:14:31,2026-10-19 04:14:31,Y
531,172,48,26,3,18556.2,55668.6,2026-05-09 17:00:00,2026-09-27 17:00:00,Y
532,173,175,3,1,69252.69,69252.69,2023-05-13 04:30:12,2023-05-18 04:30:12,Y
533,173,277,29,3,31051.96,93155.88,2024-03-14 17:20:16,2024-05-14 17:20:16,Y
534,173,217,36,1,61235.6,61235.6,2026-04-19 20:00:14,2026-05-17 20:00:14,Y
535,173,191,38,3,19687.08,59061.24,2024-03-18 00:50:43,2024-08-25 00:50:43,Y
536,173,64,6,1,3713.96,3713.96,2022-05-29 07:13:14,2022-12-08 07:13:14,Y
537,174,153,31,3,12543.54,37630.62,2022-01-17 04:44:21,2022-05-13 04:44:21,Y
538,174,121,3,2,4281.47,8562.94,2026-07-15 20:53:02,2026-12-14 20:53:02,Y
539,174,180,27,2,21810.83,43621.66,2024-07-18 14:05:21,2024-09-28 14:05:21,Y
540,174,194,30,2,27895.32,55790.64,2026-06-03 13:09:13,2026-12-08 13:09:13,Y
541,175,168,16,2,78606.53,157213.06,2026-05-24 13:26:20,2026-10-20 13:26:20,Y
542,176,233,32,4,21932.5,87730.0,2022-11-01 10:30:09,2022-12-08 10:30:09,Y
543,176,211,3,1,83316.52,83316.52,2022-09-12 14:25:25,2022-10-05 14:25:25,Y
544,176,218,40,2,64236.15,128472.3,2023-02-09 02:13:27,2023-06-10 02:13:27,Y
545,177,40,40,4,50194.23,200776.92,2025-02-21 08:34:21,2025-08-13 08:34:21,Y
546,177,287,39,4,88821.05,355284.2,2026-06-01 07:20:37,2026-12-17 07:20:37,Y
547,177,136,22,4,41236.57,164946.28,2026-03-30 19:15:34,2026-09-08 19:15:34,Y
548,177,226,40,4,12365.96,49463.84,2026-03-01 22:49:39,2026-09-04 22:49:39,Y
549,178,74,40,4,39502.07,158008.28,2026-04-21 10:07:46,2026-05-23 10:07:46,Y
550,178,235,3,1,80615.04,80615.04,2023-02-06 23:39:30,2023-08-05 23:39:30,Y
551,179,234,5,2,52484.51,104969.02,2026-01-10 15:56:57,2026-01-18 15:56:57,Y
552,179,287,39,4,88821.05,355284.2,2025-02-21 11:23:39,2025-03-23 11:23:39,Y
553,180,62,36,3,40585.09,121755.27,2025-02-22 06:19:36,2025-07-18 06:19:36,Y
554,181,268,33,3,84281.98,252845.94,2023-04-22 07:12:47,2023-05-22 07:12:47,Y
555,182,192,1,4,10733.99,42935.96,2024-07-31 04:42:38,2024-10-14 04:42:38,Y
556,182,15,30,4,58500.7,234002.8,2023-03-20 21:06:51,2023-04-25 21:06:51,Y
557,182,25,1,2,21565.26,43130.52,2024-08-06 02:40:27,2024-10-17 02:40:27,Y
558,183,251,24,3,35083.0,105249.0,2022-01-07 11:31:31,2022-02-07 11:31:31,Y
559,183,35,31,4,8571.06,34284.24,2022-05-19 19:46:01,2022-09-02 19:46:01,Y
560,184,159,18,4,29894.43,119577.72,2025-11-06 11:28:55,2026-01-31 11:28:55,Y
561,184,244,36,2,38486.97,76973.94,2023-02-17 15:00:07,2023-08-31 15:00:07,Y
562,184,259,3,4,49261.52,197046.08,2025-12-03 01:53:29,2026-06-15 01:53:29,Y
563,184,230,25,3,32977.4,98932.2,2023-04-08 20:56:49,2023-10-11 20:56:49,Y
564,184,46,29,2,67992.89,135985.78,2025-06-26 16:06:07,2025-10-03 16:06:07,Y
565,185,174,23,4,89471.3,357885.2,2026-08-08 19:28:12,2026-08-19 19:28:12,Y
566,185,143,10,1,37050.89,37050.89,2022-10-03 01:16:01,2022-11-14 01:16:01,Y
567,185,293,28,1,22153.28,22153.28,2024-08-17 13:22:54,2025-01-07 13:22:54,Y
